txn_id,account_id,user_id,amount,merchant_category,txn_time,txn_location,is_international,status,is_fraud
T48,A3,U2,523.28,entertainment,2026-02-02 16:39:58.249568,Delhi,0,success,0
T49,A3,U2,583.14,electronics,2026-02-17 05:39:58.249568,Delhi,0,success,0
T50,A4,U2,959.68,food,2025-12-23 13:39:58.249568,Bangalore,0,success,0
T51,A4,U2,209.44,entertainment,2026-02-12 16:39:58.249568,Mumbai,0,success,0
T52,A4,U2,983.96,entertainment,2026-01-10 16:39:58.249568,Mumbai,0,success,0
T53,A3,U2,919.19,groceries,2025-12-26 16:39:58.249568,Hyderabad,0,success,0
T54,A3,U2,427.1,shopping,2025-12-25 04:39:58.249568,Pune,0,success,0
T55,A3,U2,577.84,groceries,2026-01-08 16:39:58.249568,Delhi,1,success,0
T56,A3,U2,348.82,shopping,2026-01-24 15:39:58.249568,Pune,0,success,0
T57,A4,U2,566.3,food,2026-01-07 16:39:58.249568,Kanpur,0,success,0
T58,A4,U2,35.19,groceries,2025-12-22 16:39:58.249568,Bangalore,0,success,0
T59,A4,U2,348.26,electronics,2026-02-18 16:39:58.249568,Pune,0,success,0
T60,A3,U2,350.5,groceries,2025-12-31 16:39:58.249568,Delhi,0,success,0
T61,A3,U2,736.62,electronics,2026-01-21 16:39:58.249568,Mumbai,0,success,0
T62,A3,U2,643.2,travel,2026-01-28 08:39:58.249568,Kanpur,1,success,0
T63,A4,U2,676.39,entertainment,2026-01-31 16:39:58.249568,Bangalore,0,success,0
T64,A4,U2,114.23,shopping,2025-12-30 16:39:58.249568,Delhi,0,success,0
T65,A3,U2,550.99,entertainment,2026-01-15 16:39:58.249568,Pune,0,success,0
T66,A3,U2,312.1,entertainment,2026-01-28 16:39:58.249568,Pune,0,success,0
T67,A4,U2,709.86,travel,2025-12-22 10:39:58.249568,Pune,0,success,0
T68,A4,U2,48.96,shopping,2026-01-27 04:39:58.249568,Bangalore,0,success,0
T69,A4,U2,910.0,food,2025-12-26 17:39:58.249568,Hyderabad,0,success,0
T70,A3,U2,605.82,shopping,2026-01-26 16:39:58.249568,Hyderabad,0,success,0
T71,A4,U2,251.57,shopping,2026-01-21 03:39:58.249568,Mumbai,0,success,0
T72,A3,U2,473.16,entertainment,2026-01-03 10:39:58.249568,Mumbai,1,success,0
T73,A4,U2,787.41,shopping,2026-01-17 16:39:58.249568,Kanpur,0,success,0
T74,A4,U2,721.83,travel,2026-02-20 16:39:58.249568,Bangalore,1,success,0
T75,A4,U2,736.74,groceries,2026-02-01 06:39:58.249568,Kanpur,0,success,0
T76,A4,U2,1130.7,entertainment,2025-12-29 03:39:58.249568,Hyderabad,0,success,0
T77,A4,U2,213.21,travel,2026-01-22 16:39:58.249568,Pune,0,success,0
T78,A4,U2,729.2,shopping,2026-02-13 16:39:58.249568,Delhi,0,success,0
T79,A4,U2,317.96,entertainment,2026-02-17 16:39:58.249568,Kanpur,0,success,0
T80,A4,U2,422.95,shopping,2026-01-21 16:39:58.249568,Hyderabad,0,success,0
T81,A5,U3,2512.08,entertainment,2026-02-08 08:39:58.249568,Kanpur,0,success,0
T82,A5,U3,1070.48,travel,2026-02-15 08:39:58.249568,Pune,0,success,0
T83,A5,U3,5151.92,electronics,2026-02-13 08:39:58.249568,Bangalore,0,success,0
T84,A5,U3,4412.57,travel,2025-12-29 08:39:58.249568,Bangalore,0,success,0
T85,A5,U3,753.95,food,2026-01-29 08:39:58.249568,Kanpur,0,success,0
T86,A5,U3,6763.98,food,2026-01-31 08:39:58.249568,Bangalore,0,success,0
T87,A5,U3,4494.03,food,2026-02-19 08:39:58.249568,Delhi,0,success,0
T88,A5,U3,3074.05,electronics,2026-02-17 08:39:58.249568,Bangalore,0,success,0
T89,A5,U3,1946.84,shopping,2026-01-17 08:39:58.249568,Bangalore,0,success,0
T90,A5,U3,3149.15,electronics,2026-01-06 08:39:58.249568,Kanpur,0,success,0
T91,A5,U3,6174.1,food,2026-01-31 08:39:58.249568,Kanpur,0,success,0
T92,A5,U3,4403.23,shopping,2025-12-27 08:39:58.249568,Kanpur,0,success,1
T93,A5,U3,136.93,groceries,2026-01-08 08:39:58.249568,Pune,0,success,0
T94,A5,U3,3364.43,food,2026-01-28 08:39:58.249568,Bangalore,0,success,0
T95,A5,U3,5217.52,travel,2026-01-12 08:39:58.249568,Kanpur,0,success,0
T96,A5,U3,3805.26,groceries,2026-01-29 19:39:58.249568,Bangalore,0,success,0
T97,A5,U3,7011.08,travel,2025-12-28 08:39:58.249568,Delhi,1,success,0
T98,A5,U3,4925.65,travel,2026-01-10 09:39:58.249568,Kanpur,0,success,0
T99,A5,U3,338.6,electronics,2026-01-10 13:39:58.249568,Delhi,0,success,0
T100,A5,U3,1761.53,food,2026-02-02 05:39:58.249568,Kanpur,0,success,0
T101,A5,U3,3093.09,entertainment,2026-02-08 08:39:58.249568,Mumbai,0,success,0
T102,A5,U3,5060.16,entertainment,2026-01-03 08:39:58.249568,Kanpur,0,success,0
T103,A5,U3,6277.27,entertainment,2026-01-14 08:39:58.249568,Hyderabad,0,success,0
T104,A5,U3,4599.68,food,2026-01-02 22:39:58.249568,Delhi,0,success,0
T105,A5,U3,812.13,electronics,2025-12-28 08:39:58.249568,Bangalore,0,success,0
T106,A5,U3,4636.09,shopping,2026-02-05 08:39:58.249568,Bangalore,0,success,0
T107,A5,U3,4782.16,food,2025-12-31 08:39:58.249568,Mumbai,0,success,0
T108,A5,U3,2058.48,shopping,2026-01-07 03:39:58.249568,Pune,0,success,0
T109,A5,U3,52393.66998133149,entertainment,2026-01-03 08:39:58.249568,Mumbai,1,success,1
T110,A5,U3,4120.98,groceries,2026-01-27 08:39:58.249568,Mumbai,0,success,0
T111,A5,U3,6052.61,groceries,2026-01-07 08:39:58.249568,Mumbai,0,success,0
T112,A5,U3,7377.19,electronics,2025-12-24 19:39:58.249568,Delhi,0,success,0
T113,A5,U3,2524.7,travel,2026-01-10 02:39:58.249568,Pune,1,success,0
T114,A6,U4,3626.01,entertainment,2025-12-25 16:39:58.249568,Bangalore,0,success,0
T115,A6,U4,278.33,shopping,2025-12-25 16:39:58.249568,Kanpur,0,success,0
T116,A6,U4,32494.756446244344,entertainment,2026-02-03 00:39:58.249568,Pune,1,success,1
T117,A6,U4,4196.12,groceries,2026-02-11 16:39:58.249568,Bangalore,0,success,0
T118,A6,U4,2755.54,shopping,2026-01-19 16:39:58.249568,Mumbai,0,success,0
T119,A6,U4,2084.14,entertainment,2026-01-12 05:39:58.249568,Delhi,0,success,0
T120,A6,U4,4577.11,entertainment,2026-01-03 05:39:58.249568,Delhi,0,success,0
T121,A6,U4,875.71,electronics,2026-02-08 09:39:58.249568,Delhi,0,success,0
T122,A6,U4,3551.17,food,2026-01-04 03:39:58.249568,Delhi,0,success,0
T123,A6,U4,6095.2,entertainment,2026-02-14 21:39:58.249568,Kanpur,0,success,0
T124,A6,U4,6373.72,shopping,2026-01-18 16:39:58.249568,Mumbai,0,success,0
T125,A6,U4,4991.07,travel,2026-02-16 19:39:58.249568,Kanpur,0,success,0
T126,A6,U4,1708.92,travel,2026-01-01 16:39:58.249568,Delhi,0,success,0
T127,A6,U4,6166.14,food,2026-02-06 16:39:58.249568,Bangalore,0,success,0
T128,A6,U4,6540.99,electronics,2026-02-16 16:39:58.249568,Kanpur,0,success,0
T129,A6,U4,5235.28,food,2026-01-01 16:39:58.249568,Kanpur,0,success,0
T130,A6,U4,1947.17,travel,2026-02-16 16:39:58.249568,Kanpur,1,success,0
T131,A6,U4,6484.28,entertainment,2026-02-18 16:39:58.249568,Kanpur,0,success,0
T132,A6,U4,4489.47,entertainment,2026-01-11 16:39:58.249568,Bangalore,0,success,0
T133,A6,U4,1207.05,food,2026-02-09 00:39:58.249568,Kanpur,0,success,0
T134,A6,U4,3303.23,groceries,2026-02-18 03:39:58.249568,Pune,1,success,0
T135,A6,U4,4322.64,groceries,2025-12-27 16:39:58.249568,Delhi,0,success,0
T136,A6,U4,2006.53,travel,2026-01-28 16:39:58.249568,Delhi,0,success,0
T137,A6,U4,5375.26,food,2026-01-10 16:39:58.249568,Pune,0,success,0
T138,A6,U4,3794.11,electronics,2026-01-15 16:39:58.249568,Hyderabad,0,success,0
T139,A6,U4,6416.13,food,2026-01-30 18:39:58.249568,Delhi,0,success,0
T140,A6,U4,16609.374812229817,groceries,2026-01-05 16:39:58.249568,Bangalore,1,success,1
T141,A6,U4,4656.73,entertainment,2025-12-24 16:39:58.249568,Delhi,0,success,0
T142,A6,U4,4707.64,electronics,2026-02-08 05:39:58.249568,Kanpur,1,success,0
T143,A6,U4,3869.33,entertainment,2026-01-13 16:39:58.249568,Pune,0,success,0
T144,A6,U4,2165.83,entertainment,2026-01-12 16:39:58.249568,Mumbai,0,success,0
T145,A6,U4,3232.39,travel,2026-01-04 04:39:58.249568,Pune,0,success,0
T146,A6,U4,31723.883088920582,electronics,2026-02-06 16:39:58.249568,Pune,1,success,1
T147,A6,U4,5826.13,electronics,2026-02-18 15:39:58.249568,Kanpur,0,success,0
T148,A6,U4,4598.41,food,2026-02-17 16:39:58.249568,Kanpur,0,success,0
T149,A6,U4,6009.22,entertainment,2026-02-05 16:39:58.249568,Delhi,1,success,0
T150,A6,U4,1996.27,entertainment,2025-12-25 13:39:58.249568,Mumbai,0,success,0
T151,A6,U4,3902.57,food,2025-12-31 16:39:58.249568,Delhi,0,success,0
T152,A6,U4,3622.75,food,2026-01-11 16:39:58.249568,Delhi,0,success,0
T153,A6,U4,4069.98,travel,2025-12-23 16:39:58.249568,Mumbai,0,success,0
T154,A6,U4,3901.08,shopping,2026-01-16 16:39:58.249568,Mumbai,0,success,0
T155,A6,U4,7464.6,entertainment,2026-02-04 06:39:58.249568,Pune,0,success,0
T156,A6,U4,2165.51,food,2025-12-22 09:39:58.249568,Kanpur,0,success,0
T157,A6,U4,6672.42,travel,2026-01-30 16:39:58.249568,Kanpur,0,success,0
T158,A6,U4,3798.23,groceries,2026-01-01 19:39:58.249568,Pune,0,success,0
T159,A6,U4,3085.58,shopping,2026-01-30 16:39:58.249568,Delhi,0,success,0
T160,A6,U4,3384.82,travel,2025-12-23 01:39:58.249568,Bangalore,0,success,0
T161,A6,U4,3695.94,food,2026-02-19 16:39:58.249568,Bangalore,0,success,0
T162,A6,U4,2444.88,entertainment,2025-12-23 16:39:58.249568,Pune,0,success,0
T163,A6,U4,3089.97,groceries,2026-01-01 15:39:58.249568,Pune,0,success,0
T164,A6,U4,4530.65,electronics,2026-01-06 10:39:58.249568,Hyderabad,0,success,0
T165,A6,U4,3874.7,food,2026-01-01 16:39:58.249568,Delhi,0,success,0
T166,A7,U5,73.29093529079788,food,2026-02-13 03:39:58.249568,Dubai,1,success,1
T167,A7,U5,6644.53,shopping,2026-01-31 10:39:58.249568,Pune,0,success,1
T168,A8,U5,41.38,electronics,2026-02-18 10:39:58.249568,Kanpur,0,success,0
T169,A8,U5,46503.86440551795,electronics,2025-12-24 10:39:58.249568,Bangalore,1,success,1
T170,A7,U5,2379.08,electronics,2026-01-04 10:39:58.249568,Bangalore,0,success,0
T171,A7,U5,4567.39,shopping,2026-01-16 22:39:58.249568,Hyderabad,0,success,0
T172,A8,U5,40314.500843674025,entertainment,2026-02-11 10:39:58.249568,London,1,success,1
T173,A8,U5,5143.23,food,2026-01-23 21:39:58.249568,Kanpur,0,success,0
T174,A7,U5,5924.15,shopping,2026-02-11 10:39:58.249568,Kanpur,0,success,0
T175,A8,U5,5803.33,shopping,2026-02-17 10:39:58.249568,Mumbai,0,success,0
T176,A8,U5,2355.65,entertainment,2026-01-09 10:39:58.249568,Kanpur,0,success,0
T177,A8,U5,4271.79,shopping,2026-01-11 10:39:58.249568,Mumbai,0,success,0
T178,A7,U5,5802.41,shopping,2026-01-19 10:39:58.249568,Delhi,0,success,0
T179,A7,U5,2733.51,food,2026-02-19 10:39:58.249568,Pune,0,success,0
T180,A7,U5,5436.65,shopping,2025-12-29 10:39:58.249568,Mumbai,0,success,0
T181,A7,U5,5184.14,electronics,2026-02-01 10:39:58.249568,Pune,1,success,0
T182,A8,U5,3798.41,shopping,2025-12-27 19:39:58.249568,Mumbai,1,success,0
T183,A8,U5,2704.67,food,2025-12-25 10:39:58.249568,Pune,0,success,0
T184,A8,U5,4956.01,food,2026-02-16 10:39:58.249568,Pune,0,success,0
T185,A8,U5,7667.05,electronics,2026-02-10 10:39:58.249568,Pune,0,success,0
T186,A7,U5,5667.13,electronics,2026-01-02 10:39:58.249568,Hyderabad,0,success,0
T187,A7,U5,2820.2,entertainment,2026-02-02 10:39:58.249568,Pune,0,success,0
T188,A7,U5,4955.3,electronics,2026-02-18 10:39:58.249568,Kanpur,0,success,1
T189,A7,U5,10297.61,food,2026-01-01 10:39:58.249568,Mumbai,0,success,0
T190,A8,U5,2122.32,electronics,2026-02-13 10:39:58.249568,Mumbai,0,success,0
T191,A7,U5,5024.19,electronics,2026-02-04 10:39:58.249568,Hyderabad,0,success,0
T192,A7,U5,3574.46,electronics,2026-01-31 20:39:58.249568,Mumbai,0,success,0
T193,A7,U5,5070.06,food,2026-02-10 05:39:58.249568,Bangalore,0,success,0
T194,A7,U5,3481.95,food,2026-01-07 06:39:58.249568,Delhi,1,success,0
T195,A8,U5,9758.77,electronics,2026-01-02 10:39:58.249568,Mumbai,0,success,0
T196,A7,U5,1326.19,entertainment,2026-01-02 10:39:58.249568,Delhi,0,success,0
T197,A7,U5,409.51,food,2026-01-28 13:39:58.249568,Mumbai,0,success,0
T198,A8,U5,8253.86,groceries,2026-01-03 10:39:58.249568,Mumbai,0,success,0
T199,A7,U5,5837.48,shopping,2026-02-19 10:39:58.249568,Bangalore,0,success,0
T200,A8,U5,4625.4,entertainment,2026-01-23 18:39:58.249568,Mumbai,0,success,0
T201,A8,U5,2917.81,electronics,2026-01-30 10:39:58.249568,Mumbai,0,success,0
T202,A8,U5,5683.79,travel,2025-12-29 07:39:58.249568,Hyderabad,1,success,0
T203,A8,U5,10148.25,travel,2026-02-13 17:39:58.249568,Hyderabad,0,success,0
T204,A7,U5,4853.78,entertainment,2026-01-04 10:39:58.249568,Pune,0,success,0
T205,A8,U5,79917.60748591917,travel,2025-12-28 10:39:58.249568,Mumbai,1,success,1
T206,A8,U5,2710.17,groceries,2026-01-14 10:39:58.249568,Kanpur,0,success,0
T207,A7,U5,7181.48,travel,2026-02-13 15:39:58.249568,Hyderabad,0,success,0
T208,A9,U6,8125.42,groceries,2026-02-20 10:39:58.249568,Mumbai,0,success,0
T209,A9,U6,1543.81,groceries,2026-01-27 10:39:58.249568,Bangalore,0,success,0
T210,A9,U6,7316.35,entertainment,2026-01-09 10:39:58.249568,Delhi,1,success,0
T211,A9,U6,8342.29,travel,2026-01-24 10:39:58.249568,Hyderabad,0,success,0
T212,A9,U6,8986.76,travel,2026-01-18 17:39:58.249568,Pune,0,success,0
T213,A9,U6,3841.3,travel,2026-01-11 10:39:58.249568,Pune,1,success,0
T214,A9,U6,6334.82,groceries,2026-01-27 10:39:58.249568,Kanpur,0,success,0
T215,A9,U6,3222.51,food,2026-02-19 15:39:58.249568,Pune,0,success,0
T216,A9,U6,75917.24220977479,travel,2026-02-09 10:39:58.249568,Dubai,1,success,1
T217,A9,U6,8775.3,entertainment,2026-02-07 10:39:58.249568,Pune,0,success,0
T218,A9,U6,2421.53,travel,2026-02-03 10:39:58.249568,Mumbai,0,success,0
T219,A9,U6,1171.02,entertainment,2026-02-16 10:39:58.249568,Kanpur,0,success,0
T220,A9,U6,5748.08,travel,2026-02-15 10:39:58.249568,Bangalore,0,success,0
T221,A9,U6,5105.78,shopping,2026-01-24 10:39:58.249568,Bangalore,0,success,0
T222,A9,U6,4548.46,travel,2026-02-11 10:39:58.249568,Mumbai,1,success,0
T223,A9,U6,4939.38,travel,2026-01-25 10:39:58.249568,Mumbai,0,success,0
T224,A9,U6,4812.49,groceries,2026-01-16 10:39:58.249568,Pune,0,success,0
T225,A9,U6,1430.86,shopping,2026-01-17 10:39:58.249568,Hyderabad,0,success,0
T226,A9,U6,4688.83,food,2025-12-26 10:39:58.249568,Bangalore,0,success,0
T227,A9,U6,1574.26,travel,2026-01-25 10:39:58.249568,Kanpur,0,success,0
T228,A9,U6,5602.41,groceries,2025-12-25 23:39:58.249568,Delhi,0,success,0
T229,A9,U6,3715.6,shopping,2026-02-08 10:39:58.249568,Delhi,0,success,0
T230,A9,U6,11361.284449393988,electronics,2026-01-21 10:39:58.249568,Singapore,1,success,1
T231,A9,U6,8470.22,shopping,2026-02-18 10:39:58.249568,Hyderabad,0,success,0
T232,A9,U6,4860.92,electronics,2026-01-08 10:39:58.249568,Pune,0,success,0
T233,A9,U6,5609.37,shopping,2026-02-01 10:39:58.249568,Mumbai,0,success,0
T234,A9,U6,38692.59839208092,travel,2025-12-23 02:39:58.249568,Mumbai,1,success,1
T235,A9,U6,8430.2,electronics,2026-02-05 10:39:58.249568,Pune,0,success,0
T236,A9,U6,3822.85,groceries,2026-01-25 10:39:58.249568,Hyderabad,0,success,0
T237,A9,U6,4796.48,groceries,2026-01-04 10:39:58.249568,Delhi,0,success,0
T238,A9,U6,5362.11,travel,2026-02-12 10:39:58.249568,Delhi,0,success,0
T239,A9,U6,4692.7,groceries,2026-01-30 10:39:58.249568,Hyderabad,0,success,0
T240,A9,U6,4904.45,entertainment,2026-02-04 10:39:58.249568,Delhi,0,success,0
T241,A9,U6,1992.59,food,2026-01-08 04:39:58.249568,Kanpur,1,success,0
T242,A9,U6,50537.02731628195,food,2026-02-06 10:39:58.249568,Dubai,1,success,1
T243,A9,U6,1354.88,travel,2026-02-08 10:39:58.249568,Hyderabad,0,success,0
T244,A9,U6,3733.48,electronics,2026-02-18 10:39:58.249568,Kanpur,0,success,0
T245,A9,U6,682.28,food,2026-01-07 10:39:58.249568,Kanpur,0,success,0
T246,A9,U6,7415.86,travel,2025-12-28 12:39:58.249568,Delhi,0,success,0
T247,A9,U6,4282.18,shopping,2026-02-09 07:39:58.249568,Mumbai,0,success,0
T248,A9,U6,6488.93,shopping,2026-02-16 10:39:58.249568,Hyderabad,1,success,0
T249,A9,U6,5176.94,shopping,2026-01-27 10:39:58.249568,Delhi,0,success,0
T250,A9,U6,4126.62,electronics,2026-02-05 10:39:58.249568,Bangalore,0,success,0
T251,A9,U6,8917.4,electronics,2026-01-18 10:39:58.249568,Bangalore,0,success,0
T252,A9,U6,9591.21,electronics,2026-02-07 04:39:58.249568,Delhi,0,success,0
T253,A9,U6,5323.92,food,2026-01-13 10:39:58.249568,Delhi,1,success,0
T254,A9,U6,8812.99,travel,2026-01-05 10:39:58.249568,Pune,0,success,0
T255,A11,U7,7465.61,travel,2026-01-19 20:39:58.249568,Kanpur,1,success,0
T256,A10,U7,8297.29,groceries,2026-01-21 09:39:58.249568,Mumbai,0,success,0
T257,A10,U7,11900.62,shopping,2026-01-23 20:39:58.249568,Hyderabad,1,success,0
T258,A11,U7,9868.42,electronics,2026-01-18 18:39:58.249568,Hyderabad,0,success,0
T259,A11,U7,104372.66428649616,food,2026-01-05 20:39:58.249568,Bangalore,1,success,1
T260,A11,U7,15429.47,entertainment,2026-02-03 04:39:58.249568,Bangalore,0,success,0
T261,A11,U7,11031.35,travel,2026-01-10 11:39:58.249568,Mumbai,0,success,0
T262,A10,U7,14870.61,travel,2026-01-17 10:39:58.249568,Delhi,1,success,0
T263,A11,U7,6046.55,entertainment,2026-01-24 20:39:58.249568,Hyderabad,0,success,0
T264,A11,U7,5415.34,entertainment,2025-12-27 11:39:58.249568,Kanpur,1,success,0
T265,A10,U7,11339.27,shopping,2026-02-18 20:39:58.249568,Bangalore,0,success,0
T266,A10,U7,17687.32,shopping,2026-02-03 20:39:58.249568,Bangalore,0,success,0
T267,A11,U7,16432.947400725287,shopping,2025-12-23 22:39:58.249568,Dubai,1,success,1
T268,A11,U7,3368.19,shopping,2026-01-12 20:39:58.249568,Kanpur,0,success,0
T269,A10,U7,16962.57,travel,2026-01-03 20:39:58.249568,Bangalore,0,success,0
T270,A10,U7,8347.79,groceries,2025-12-23 15:39:58.249568,Delhi,0,success,0
T271,A11,U7,5962.99,travel,2026-01-14 20:39:58.249568,Pune,0,success,0
T272,A11,U7,7925.97,electronics,2026-01-14 20:39:58.249568,Delhi,0,success,1
T273,A10,U7,13250.29,food,2026-01-01 20:39:58.249568,Delhi,0,success,0
T274,A11,U7,12936.64,travel,2025-12-31 20:39:58.249568,Delhi,0,success,0
T275,A11,U7,16372.71,electronics,2026-01-16 20:39:58.249568,Hyderabad,0,success,0
T276,A10,U7,14549.91,electronics,2025-12-30 20:39:58.249568,Bangalore,0,success,0
T277,A11,U7,11446.21,shopping,2026-02-13 20:39:58.249568,Mumbai,0,success,0
T278,A10,U7,8565.38,food,2026-01-13 20:39:58.249568,Delhi,0,success,0
T279,A11,U7,6733.13,groceries,2026-01-28 20:39:58.249568,Delhi,0,success,0
T280,A10,U7,24914.47,entertainment,2026-02-06 20:39:58.249568,Mumbai,0,success,0
T281,A11,U7,11212.96,entertainment,2026-01-19 20:39:58.249568,Bangalore,0,success,0
T282,A11,U7,11110.28,entertainment,2026-01-18 03:39:58.249568,Kanpur,0,success,0
T283,A11,U7,4006.61,groceries,2026-01-05 20:39:58.249568,Delhi,0,success,0
T284,A10,U7,14699.38,food,2025-12-24 20:39:58.249568,Hyderabad,0,success,0
T285,A10,U7,2415.77,electronics,2026-01-10 20:39:58.249568,Mumbai,0,success,0
T286,A11,U7,14041.6,shopping,2026-01-15 20:39:58.249568,Bangalore,0,success,0
T287,A10,U7,10595.86,travel,2025-12-25 20:39:58.249568,Bangalore,0,success,0
T288,A10,U7,9796.71,groceries,2026-01-11 10:39:58.249568,Delhi,0,success,0
T289,A10,U7,12351.57,shopping,2026-02-09 20:39:58.249568,Pune,0,success,0
T290,A11,U7,13189.4,travel,2026-01-20 20:39:58.249568,Pune,0,success,0
T291,A10,U7,7110.56,shopping,2026-01-14 20:39:58.249568,Pune,0,success,0
T292,A10,U7,13910.93,travel,2026-02-06 20:39:58.249568,Bangalore,0,success,0
T293,A11,U7,11788.06,entertainment,2025-12-31 20:39:58.249568,Bangalore,0,success,0
T294,A11,U7,8431.87,groceries,2026-02-09 20:39:58.249568,Hyderabad,1,success,0
T295,A11,U7,13562.8,shopping,2026-01-25 20:39:58.249568,Kanpur,0,success,0
T296,A12,U8,3680.16,food,2026-01-07 16:39:58.249568,Mumbai,1,success,0
T297,A12,U8,3613.97,electronics,2026-02-18 16:39:58.249568,Bangalore,0,success,0
T298,A12,U8,7624.39,entertainment,2026-02-18 16:39:58.249568,Hyderabad,0,success,0
T299,A12,U8,9846.03,groceries,2026-01-26 07:39:58.249568,Kanpur,0,success,0
T300,A12,U8,7670.07,entertainment,2025-12-31 16:39:58.249568,Mumbai,0,success,0
T301,A12,U8,9168.77,shopping,2026-02-17 16:39:58.249568,Hyderabad,0,success,0
T302,A12,U8,5071.42,groceries,2026-01-14 16:39:58.249568,Kanpur,0,success,0
T303,A12,U8,4495.33,food,2026-01-19 18:39:58.249568,Kanpur,0,success,0
T304,A12,U8,8969.18,entertainment,2026-01-16 04:39:58.249568,Bangalore,0,success,0
T305,A12,U8,4248.31,groceries,2025-12-26 16:39:58.249568,Pune,1,success,0
T306,A12,U8,14838.31,travel,2026-02-11 13:39:58.249568,Bangalore,0,success,0
T307,A12,U8,7304.42,groceries,2026-02-12 08:39:58.249568,Bangalore,0,success,0
